mean_thickness,std_thickness,tdose,tsat
0.3058131,0.38159612,1.0384278,3.7303362
0.68926114,0.071846165,0.011220796,0.038855072
0.9331421,0.005968844,19.19146,33.171524
0.61561286,0.00054404914,2.730826,13.138815
0.7371439,0.10439356,1.0089593,2.9258034
0.9759232,0.0013154327,0.3593048,0.4529077
0.9417164,0.0014332945,2.727316,4.443117
0.9888558,0.0029375856,13.780033,15.590096
0.9765768,0.0003006369,3.4623473,4.2683043
0.8397211,0.00094892894,1.6204268,4.074015
0.7902312,0.03624498,0.16156055,0.455351
0.9228339,0.00016823944,8.153089,14.66164
0.95618737,0.0012491078,0.20160958,0.2992042
0.71728015,0.40423957,0.007862593,0.013896188
0.40092123,0.42469296,1.1234573,2.9807637
0.848558,0.014107319,9.033334,21.871065
0.4018442,0.37004805,0.3392973,1.1174031
0.94737935,0.089824595,0.042744856,0.05957981
0.9870668,0.0031327293,2.1443758,2.4840367
0.63007003,0.41313994,0.014529973,0.025341623
0.98624873,0.018948438,0.06877349,0.09128635
0.574639,0.10552019,0.040354766,0.17171307
0.91795266,0.06650246,0.057193898,0.102834314
0.9548373,0.006918111,0.17981292,0.27686855
0.98113996,0.0048779445,9.871645,12.447388
0.95236516,0.00013501276,9.823757,14.872652
0.9898151,0.005167333,0.038592868,0.04561046
0.98956186,0.018078279,0.29016992,0.3672485
0.855595,0.18509817,0.12136578,0.2167707
0.9799956,0.0005434934,23.393068,27.838802
0.9477906,0.0016693744,12.451991,19.574335
0.9139278,0.003757001,1.4758751,2.7862513
0.99381477,0.010713139,2.2948635,2.8686602
0.49438336,0.47172108,0.09827889,0.23220247
0.50302917,0.4940159,0.058529977,0.12579136
0.8671016,0.0012221172,1.7709798,4.0410194
0.5396646,0.18173425,0.003943485,0.015373438
0.49359402,0.34695792,0.9954934,3.008286
0.96822345,0.00014538875,30.274557,40.486286
0.90967256,0.008335321,3.3535733,6.4791718
0.971823,0.0006547849,29.026722,37.759846
0.83525246,0.0146701,0.18253957,0.46129084
0.9878525,0.02074202,0.07674475,0.099033706
0.96769696,0.0027146148,0.07925256,0.10912023
0.7661711,0.014733505,4.45584,13.853982
0.61916316,0.08777113,1.8745124,7.4586124
0.42064902,0.25651807,0.19652498,0.81366855
0.40126002,0.34781507,0.0062678196,0.021741236
0.94413,0.014593424,0.01385035,0.023031745
0.9095219,0.14266442,0.012642107,0.019491414
0.99825484,0.0030227392,0.6094651,0.75007397
0.7803379,0.010516158,0.3962147,1.1890591
0.47637454,0.13821682,1.5518405,7.650746
0.95208156,0.00040184133,3.4133663,5.1854835
0.828578,0.0014762352,2.152209,5.614483
0.978368,0.00017332491,15.455345,18.62504
0.2739855,0.30365407,0.04278305,0.19422996
0.9235084,0.008370798,13.160334,23.918884
0.98488593,0.0026305758,0.49859554,0.58471614
0.9795863,0.0010636564,0.35212362,0.4251417
0.94575334,0.0020133988,0.5005347,0.7978828
0.9992045,0.0013767428,0.8416636,0.99049103
0.8031293,0.00055746397,0.5199632,1.4726115
0.9960437,0.006852191,0.019240938,0.023806648
0.8639711,0.0028423206,0.47951216,1.1065838
0.48464936,0.48513445,0.0048271203,0.011758228
0.85122555,0.16650595,0.00663301,0.012524461
0.9481122,0.015684009,0.011458077,0.018716644
0.9535798,0.018115755,0.18989377,0.30300474
0.7100732,0.0017300899,0.5279013,1.9582005
0.98325706,0.023533294,0.2395492,0.323991
0.49109468,0.4908716,0.0046646367,0.010966628
0.8880141,0.019554958,2.378594,5.0075884
0.93769944,0.007919733,0.86765635,1.4715848
0.34340578,0.3808726,0.008482767,0.029082298
0.22340572,0.3869497,0.02745936,0.12832391
0.92120343,0.007039769,0.04041718,0.07411509
0.9908308,0.015881324,1.5175998,1.9131496
0.99764246,0.0040834094,0.046400752,0.057001255
0.9955047,0.0075133247,0.08446357,0.103585854
0.7380138,0.4265417,1.1736156,1.9482541
0.9654755,0.004897515,0.30195034,0.42970964
0.6628494,0.076294534,0.043162905,0.1581578
0.9388705,0.00019480889,22.859127,37.6937
0.33220273,0.3284041,0.0037471899,0.01490542
0.989272,0.017052185,0.26606473,0.34422672
0.9211983,0.08061239,0.016902646,0.02918288
0.9803003,0.0007850617,9.524979,11.346479
0.95797396,0.008171822,0.032395262,0.049206976
0.97956264,0.00038425677,15.086559,17.992758
0.58644235,0.17171648,0.05231176,0.18872046
0.44941494,0.21271598,1.7155218,7.469934
0.4772728,0.36001322,0.086474374,0.26108286
0.6726965,0.21117997,0.66659296,1.8535222
0.6113968,0.015805125,2.6291912,12.39876
0.50483006,0.49416178,0.20504002,0.42790502
0.98121816,0.00040395968,2.1226034,2.480868
0.977439,0.00027194087,32.33565,39.459095
0.8471334,0.029870603,0.60345685,1.4473009
0.8703755,0.002269526,0.12234452,0.27578205
0.82035726,0.0007175536,1.0598217,2.841408
0.7052818,0.01718627,0.022702694,0.08319949
0.9788898,0.0008340928,4.6510286,5.6371
0.7736081,0.0029930973,7.5267434,23.251534
0.99807864,0.002896056,3.9754176,4.517242
0.9698229,0.00032162745,0.6341856,0.83737874
0.5644504,0.046388857,0.14433043,0.71896505
0.6500222,0.027673,0.04579126,0.19052246
0.97676575,0.005894147,0.039531954,0.05220309
0.5415831,0.46214718,0.5557606,1.0508115
0.9613262,0.0022381311,0.067446336,0.09710683
0.30321205,0.4025509,0.11902365,0.39675945
0.6509088,0.4061903,0.11641008,0.2211054
0.9979961,0.0033164925,2.0243464,2.368948
0.79585433,0.007850521,0.19552936,0.56210655
0.4613398,0.16155054,0.0114141675,0.05488109
0.8477367,0.0015738197,0.1522584,0.37231898
0.92984766,0.0023908739,0.49097005,0.85614353
0.98842007,0.0050155004,0.25355712,0.30179122
0.9637185,0.0039304225,2.7799885,3.9797952
0.95090294,0.002188078,22.88472,35.360703
0.9834385,7.9834885e-05,15.326827,17.248192
0.5143835,0.10389378,0.39957294,1.9641267
0.96128225,0.061749224,0.66584647,0.94937235
0.69663954,0.0024738417,0.39586303,1.522127
0.9012194,0.09598177,2.1480865,3.905268
0.9271891,0.014476768,0.022282075,0.040082816
0.9572139,0.0060401405,0.0711219,0.10754309
0.9523927,0.00023344041,1.395973,2.114218
0.91543067,0.08813717,0.047957946,0.08356709
0.9582827,0.0010223761,14.132833,20.632877
0.8228879,0.043058455,0.008283194,0.021051863
0.3294306,0.29166093,0.0074188635,0.03243253
0.9075267,0.14085005,0.11674166,0.18366697
0.96111953,0.0001220846,33.471035,47.51387
0.9526784,0.00046990873,24.39469,36.92347
0.94555455,0.038300414,0.1014029,0.16838206
0.7937099,0.3557779,2.0633793,3.0535448
0.78846157,0.19041662,0.41616035,0.9079788
0.74994576,0.43297115,1.517665,2.315612
0.6373645,0.006249022,0.54120684,2.427595
0.42748374,0.3236202,0.04153185,0.14632565
0.47651285,0.44885033,1.6523044,4.1853538
0.8561663,0.0018684238,0.14949399,0.35487273
0.95439804,0.0036825717,1.3236468,2.0146542
0.79847956,0.038759228,4.6095066,12.646315
0.99398464,0.0053848736,0.78037137,0.91075224
0.89798087,0.000505332,1.5787133,3.186485
0.71342635,0.0078063114,0.034164112,0.12435727
0.8797054,0.11343018,1.184665,2.254942
0.951682,0.06994367,0.18469515,0.2770428
0.73845166,0.0782216,0.86571926,2.6195617
0.9799709,0.017016964,2.7022986,3.7298737
0.8597154,0.03196616,0.20814666,0.4784987
0.80048573,0.024643192,0.014093708,0.039175794
0.90126884,0.011881278,0.41519514,0.83173496
0.6191123,0.3389003,0.036025207,0.08815841
0.5460228,0.45142427,0.013043808,0.027700564
0.99998486,2.6196716e-05,0.27891648,0.32022002
0.98030376,0.0006232253,13.64212,16.19941
0.97862,0.00153271,31.816029,39.131813
0.95075166,0.0033726569,0.7070843,1.0995555
0.82723653,0.0014934951,2.9826405,7.815096
0.8774874,0.083544105,0.0084725795,0.01716027
0.98968315,0.0035196198,0.85178214,0.97047925
0.9389919,0.00046108416,4.3218675,7.128366
0.9024442,0.06267811,3.9336317,7.548756
0.76687884,0.40314612,0.021875089,0.032240782
0.6960861,0.41072583,0.2810684,0.4962803
0.9525623,0.00024874767,0.58625627,0.8869378
0.98002774,0.004134854,0.073206365,0.092283994
0.75833774,0.4185705,0.1664212,0.23099788
0.9497125,0.0765669,0.18003203,0.2670179
0.7777008,0.003810162,0.24454504,0.7456342
0.9855445,0.002023078,4.475669,5.139492
0.9795983,0.0010816144,47.098797,56.875946
0.9779983,0.0009895974,1.082684,1.3287959
0.42387727,0.20735298,0.026465667,0.12254812
0.94016767,0.07788285,0.15745148,0.24857348
0.9617892,0.0029296866,9.935436,14.324147
0.62132025,0.0018788492,0.59226066,2.7982097
0.5809784,0.395392,0.07133631,0.16609909
0.43810514,0.40137312,1.5546997,4.5469575
0.98691845,0.0038092495,0.07995612,0.0941213
0.95151484,0.000107796935,3.063823,4.6647716
0.79437166,0.0063731605,0.15307404,0.4427433
0.48354146,0.4841012,0.085689716,0.20965332
0.727883,0.0022369036,0.46339294,1.6342409
0.8653923,0.068621345,0.009774775,0.021076743
0.820064,0.016296731,0.10583784,0.2800889
0.98149157,0.0021668023,2.0016973,2.413551
0.5524324,0.06608722,0.50798994,2.491805
0.471079,0.46102843,0.10849639,0.2718292
0.9136689,0.0022482676,9.365417,17.666388
0.25516814,0.43007186,0.01418587,0.04424623
0.8443999,0.26950336,1.2455755,1.6889814
0.89701873,0.0019426798,0.11960402,0.24266988
0.6195501,0.3938237,1.6995652,3.6539922
0.97156274,0.0003049874,0.6440909,0.83637035
0.838063,0.0019713736,5.305852,13.407484
0.8340577,0.24040325,0.08081794,0.13850972
0.92509305,0.00040479223,27.086206,48.178135
0.2501302,0.43293366,0.016573466,0.053840276
0.6878116,0.16340879,0.8809876,2.5837455
0.85192186,0.23263763,0.012704676,0.020532453
0.9945029,0.009521201,0.41055214,0.5124453
0.9885128,0.004722591,0.058691986,0.069411255
0.9124764,0.0002943292,15.848208,29.975891
0.9802662,0.0014749975,37.004593,44.664845
0.6896211,0.4086385,0.03044808,0.054553367
0.80580276,0.0019490763,5.7638493,16.16774
0.96406794,0.0045411615,0.038917612,0.055801377
0.51248646,0.40139896,0.15662661,0.40974742
0.56875294,0.42841157,1.1221299,2.4319441
0.2486262,0.43062043,0.012946639,0.051621236
0.966174,0.006125176,0.03694643,0.052741442
0.94868886,0.00029097102,1.8511847,2.8747292
0.9377865,0.0010286217,9.07001,15.093201
0.9112201,0.109853916,0.010161787,0.017150586
0.95447224,0.009127002,0.26645342,0.41445947
0.97958124,6.486746e-05,35.784416,42.403748
0.9187858,0.0025732294,0.09923411,0.18284956
0.97588944,0.00011848619,8.48779,10.512807
0.68717414,0.0010743507,14.70285,58.158848
0.9272543,0.019224219,1.8847345,3.3993123
0.9999511,8.465538e-05,1.919084,2.1747236
0.9774096,0.00678043,0.04987884,0.066096246
0.9773153,0.0003850478,15.446584,18.911871
0.94630945,0.00047146072,0.3900658,0.61556536
0.97237825,0.004147171,0.48351493,0.64979863
0.25030056,0.43283716,0.0069121774,0.021965956
0.4956551,0.43176317,0.0053405906,0.013523503
0.95204616,0.0010407259,1.1419867,1.7413449
0.779995,0.003580274,13.7961445,41.79106
0.759899,0.0018467789,1.1160698,3.5940828
0.9395853,0.07393247,0.39750218,0.6366682
0.9569266,0.0016307583,3.26091,4.8257174
0.7512234,0.4299704,1.0786679,1.6358117
0.87803996,0.018210694,1.7668477,3.857756
0.86549366,0.0029411975,0.360118,0.8264511
0.9599311,0.05817349,0.7304141,1.0737076
0.9791102,0.0049349708,0.020114543,0.025811264
0.970639,0.0017423317,0.761714,1.0140738
0.977038,0.0017066307,36.891525,46.242386
0.972922,0.00029231232,4.78569,6.1306386
0.84308493,0.042721614,0.21111299,0.50522745
0.95101595,0.0009860278,0.15012771,0.2304215
0.98836166,0.02007361,2.3376527,2.9947832
0.88139445,0.0047634826,0.2087232,0.45135313
0.9753421,6.701991e-05,3.6725051,4.572397
0.8011462,0.010807796,16.298018,45.96164
0.94224644,0.0110030435,3.5318859,5.891255
0.76088023,0.013491964,0.02670592,0.08443634
0.977365,0.032572404,1.9079833,2.652763
0.93433833,0.001652345,0.1815928,0.3086184
0.7455819,0.4251396,1.5912185,2.5748765
0.64229804,0.011853452,0.040889245,0.1790443
0.8954406,0.07424916,0.0058935857,0.011392694
0.91188765,0.14547431,0.6111194,0.91158146
0.60960674,0.19468074,0.07225218,0.23720899
0.6787215,0.2569727,1.5598067,3.9374819
0.9842928,0.0009339825,5.6101694,6.374874
0.6498225,0.36874634,0.01636721,0.03525237
0.49449813,0.4943494,0.28130698,0.6525463
0.9955629,0.0062372806,1.5073268,1.8050421
0.97696406,0.0022207198,16.109112,20.354115
0.8990311,0.0083778845,0.09328307,0.1883581
0.61656487,0.16790439,0.2694051,0.9178837
0.9184264,0.005622174,1.6883696,3.1300507
0.23809282,0.41217542,0.0049272445,0.020964213
0.95368934,0.0065226248,0.043688178,0.06762268
0.97519606,0.0071849627,6.7804813,9.160085
0.91681707,0.00040052712,14.183893,26.28597
0.96542895,0.00049627584,17.13582,23.562809
0.9058076,0.0030031486,10.284263,20.113441
0.8983315,0.0004911643,15.435256,31.107517
0.8136344,0.06162754,0.2999302,0.7624793
0.50931984,0.45627636,0.03793187,0.089154355
0.742757,0.0055462904,5.4890966,18.47432
0.94233406,0.016035486,6.69876,11.258593
0.9999969,5.3942204e-06,2.0051024,2.2524047
0.773506,0.0030235525,1.8547562,5.7312098
0.9951987,0.008304611,1.0327177,1.2803288
0.7969258,0.004388776,2.293386,6.595912
0.97293293,0.005813806,0.058240924,0.07908882
0.2435076,0.42167005,0.31006977,1.2875581
0.635563,0.27378726,0.08991466,0.2411632
0.7113556,0.06102552,0.0892717,0.29827645
0.6845426,0.003929276,0.37668073,1.49351
0.9159483,0.005816034,0.038060553,0.07137602
0.46081477,0.46076724,0.009873364,0.025033224
0.87028706,0.03828595,0.066287644,0.14627951
0.87015843,0.06521469,3.1554828,6.7346497
0.8608257,0.2398295,0.6942689,1.0016373
0.9934963,0.004438085,0.02900417,0.03303406
0.98082066,0.00115418,1.1602678,1.3834419
0.9535724,0.0020847374,6.7985735,10.319347
0.8885339,0.005069075,0.053831678,0.11322818
0.546193,0.45843259,0.019970575,0.037966307
0.4863432,0.21973677,0.004287462,0.017123954
0.7008507,0.010160492,0.07462504,0.2800615
0.774991,0.020750947,0.1433941,0.43121257
0.9626408,0.0096135875,0.02134866,0.03172662
0.68856955,0.09703003,2.586495,8.5603285
0.98351467,0.00016977348,9.453076,10.651034
0.9709911,0.02528877,0.5400227,0.7925478
0.70069504,0.0011641084,0.43637398,1.6627867
0.74772906,0.013613177,0.49564576,1.6259803
0.853446,0.07937919,0.19186212,0.42239118
0.99845076,0.0026832316,0.008811244,0.010680407
0.8791695,0.0017533608,0.22239357,0.4848223
0.4536343,0.4583482,0.005055403,0.012781939
0.96777344,0.018370852,0.9711886,1.4402982
0.9096694,0.0019034804,0.95006555,1.8243212
0.7561294,0.42166704,0.25629228,0.3826558
0.41560173,0.41536444,0.6413224,1.8550196
0.9298017,0.06144917,0.5385434,0.9293466
0.9679038,0.03578933,0.33809197,0.5008267
0.88955724,0.00079035305,0.25695974,0.53733087
0.94821066,0.00130737,1.4212137,2.2246099
0.8189738,0.009134198,1.0082825,2.6961665
0.76600015,0.0051508034,0.5595468,1.7627841
0.9484507,0.0002781094,2.2144241,3.4439206
0.9451681,0.042967353,0.074820094,0.12387337
0.8259767,0.0087788375,0.41282633,1.0800565
0.9981841,0.0031445345,0.29791346,0.36072692
0.9881457,0.0040517044,6.535753,7.6464896
0.9546361,0.00012946164,36.56843,54.49006
0.9823249,0.0075821043,0.2222289,0.2865106
0.7107954,0.41534168,0.33166173,0.5626161
0.90337455,0.008177406,5.875384,11.6539545
0.97847915,0.00025685344,8.262309,9.958782
0.9890298,0.0029559804,9.0896435,10.26967
0.9950038,0.008653097,0.07113284,0.08847955
0.98198456,8.641227e-05,1.8154854,2.0857544
0.65424776,0.0024855416,1.4096202,6.0844054
0.6605701,0.0019654352,5.4027495,22.945223
0.5546648,0.43783978,0.28808543,0.6294179
0.8327974,0.12665753,0.009201048,0.01988781
0.6175306,0.00062828214,8.29172,39.679787
0.96506333,0.00014860743,39.7071,54.591866
0.93438613,0.000870156,8.981046,15.224336
0.81275755,0.00710845,0.059959937,0.16379108
0.876945,0.15941703,0.2155381,0.3751615
0.9260316,0.0014342297,18.935667,33.598007
0.98292994,0.0008011494,6.575903,7.5839825
0.88046336,0.0183334,8.498565,18.395412
0.734835,0.017699052,1.518042,5.1295366
0.92023396,0.049563788,0.39041755,0.7130409
0.7104069,0.41327837,1.1095849,1.9378264
0.7636074,0.00069836096,2.2710795,7.2453427
0.733961,0.004694164,0.35664833,1.2320164
0.81255215,0.0043875263,0.08045063,0.22045708
0.974917,0.0014751442,12.638379,16.12532
0.7049672,0.021949189,0.017589789,0.06399748
0.7696107,0.009364197,12.513156,38.799892
0.88559794,0.03571643,0.029878955,0.06277802
0.9811526,0.0022313027,2.528728,3.0634866
0.9831732,0.00025674858,23.49888,26.66444
0.9283617,0.01487482,2.168,3.880978
0.24790424,0.42925552,0.07613137,0.29931584
0.62861645,0.333724,0.008391326,0.020356504
0.9023992,0.0027119021,20.81468,41.302567
0.964047,7.96615e-05,7.201772,9.980086
0.9096365,0.004113195,4.625919,8.906216
0.9784452,0.003587083,10.041377,12.744812
0.8990353,0.0049776128,4.563044,9.198731
0.5969874,0.0078529585,0.37819374,1.884806
0.94617623,0.0017015873,34.459805,54.71968
0.7902351,0.32987386,2.1075985,3.5067616
0.9680419,0.005478191,0.40839994,0.57305676
0.9733861,0.015732568,0.08216391,0.117360994
0.950918,0.009246483,0.02956308,0.046920657
0.7934159,0.0050116316,0.98662764,2.866142
0.77611846,0.040778168,0.09293519,0.27065662
0.9033587,0.025838668,0.57475317,1.1404192
0.97168887,0.020649575,0.53771096,0.78351855
0.240573,0.34924075,0.113251664,0.48724106
0.92081183,0.0065239007,0.058889706,0.108111575
0.80534196,0.0012263318,0.32286754,0.9075552
0.85959864,0.00077053986,17.296097,40.56621
0.62372285,0.10290664,0.011922096,0.04549783
0.4643383,0.45387414,0.22094813,0.5643656
0.521918,0.4788447,0.02181705,0.04311178
0.9542264,0.002392824,12.567931,19.025263
0.82952607,0.021535102,0.09882839,0.25262576
0.81147015,0.017203704,4.378246,11.8833885
0.9324148,0.0025740676,30.904758,53.198246
0.9584728,0.00061818946,0.4626056,0.6725719
0.94612294,0.0019953237,23.344797,37.12717
0.8246803,0.005534654,0.4321533,1.1383536
0.90161127,0.00094967254,0.21287863,0.42317608
0.9738181,0.0020906278,4.5623226,5.9271207
0.9861083,0.011842951,0.725186,0.94600654
0.96886694,0.053299606,0.017461935,0.023573354
0.7323084,0.19651663,0.12750462,0.31749946
0.9485127,0.0004333622,0.3309915,0.51495224
0.49837828,0.49668667,0.0080023045,0.017806215
0.95923465,0.0062898877,17.150599,25.638678
0.98916423,0.0054152487,0.1466314,0.17489605
0.31645647,0.40929332,0.30547625,0.834971
0.922804,0.00037540382,21.698717,39.043938
0.7881994,0.09158458,0.022705827,0.059015
0.9837128,6.6193614e-05,1.2699453,1.4228978
0.98709774,0.005614253,0.021770556,0.026446095
0.57260644,0.054832615,0.114960305,0.5502656
0.48343015,0.3752954,0.0059395665,0.017201316
0.6581112,0.029313758,0.038346637,0.1557327
0.9096178,0.0010025604,15.969908,30.63769
0.96952575,0.0006174786,5.0379124,6.692323
0.8657656,0.0021675788,17.91297,41.072475
0.90747297,0.0005921448,4.547384,8.804621
0.9773855,0.00068968645,0.40985596,0.5039363
0.95679724,0.0013450172,0.357983,0.52931595
0.9659239,0.012410362,4.9889846,7.3529544
0.966332,0.018071843,0.007835455,0.011703895
0.96355385,0.002267477,0.4465661,0.63255155
0.95391583,0.00028937173,3.1142356,4.668627
0.95776045,0.0098319845,4.08635,6.2535334
0.7834245,0.37331298,2.9618225,4.417141
0.964224,0.00055034296,28.989014,40.2815
0.6500364,0.17686449,0.031423286,0.09783369
0.8834115,0.0414143,1.691715,3.5615137
0.9780896,0.0009825982,1.5594457,1.9118049
0.93823993,0.002887966,0.22462557,0.37505051
0.9620552,0.009654471,0.19460487,0.2902633
0.9668714,9.653481e-05,19.213047,25.992645
0.9302311,0.00032122535,2.1049457,3.6439257
0.68839246,0.14941928,0.5367402,1.6128602
0.45172647,0.45221713,0.17088376,0.44237736
0.736628,0.06723431,0.006744559,0.020897167
0.9566902,0.020464487,6.3495336,10.006354
0.74974567,0.4327734,0.2144793,0.33067468
0.8775085,0.003747156,1.7936826,3.9363205
0.9147659,0.059750777,0.024652567,0.045367528
0.9732547,0.0004683969,3.0347703,3.883795
0.9867493,0.0027568396,0.14211221,0.16375443
0.9407085,0.05345247,0.013323996,0.022185544
0.9713462,0.005228893,7.811489,10.681468
0.81232417,0.000417893,11.780972,32.41694
0.973869,0.012072758,0.115288414,0.16192997
0.9276196,0.008232009,3.3501,5.9722314
0.9144057,0.044051044,0.016756209,0.031489037
0.5473751,0.4480367,0.018328607,0.039375875
0.9900113,0.004018271,0.58260673,0.6702521
0.9951891,0.003966516,2.1112201,2.3667562
0.9043268,0.0073134326,1.0033412,1.981349
0.8340124,0.0112997405,13.05763,33.22356
0.8738629,0.0033996853,1.9228264,4.2781444
0.96257204,0.008988069,0.029191313,0.043283828
0.7783635,0.002371083,6.9492126,21.182476
0.9493047,0.025357231,0.9116717,1.4939951
0.8477893,0.0053592683,9.519778,23.234268
0.47519818,0.4139069,0.04414123,0.119530916
0.9375325,0.046619285,0.11952344,0.2039257
0.8740754,0.012014828,14.8834715,33.04175
0.9761251,0.0007125701,0.14189874,0.17692348
0.8757823,0.05797449,1.4600049,3.0907385
0.958204,0.0068508093,0.1113024,0.16788931
0.8899291,0.011207412,0.04650386,0.097366944
0.79673415,0.33974034,0.020713022,0.032616023
0.94908154,0.00037480495,0.9327553,1.4453909
0.9577333,0.00016015612,11.654753,16.983685
0.97655785,0.000732075,0.34398198,0.4270428
0.5290109,0.08405801,0.05378761,0.26780456
0.96448475,0.0018637157,0.44107822,0.6183988
0.6215854,0.11820726,0.004340876,0.016140666
0.9853854,0.02531325,0.05935433,0.07519978
0.9225463,0.03396587,0.028591774,0.052482117
0.7724183,0.04975601,0.042737264,0.1240087
0.93415475,0.00026691356,24.07415,40.78665
0.6480556,0.07226245,1.1979456,4.5871744
0.79715055,0.0016081814,0.45817333,1.3205434
0.53081936,0.3640201,1.0081264,2.7630508
0.65051234,0.18710501,2.4704063,7.537668
0.96641314,0.00036189848,4.3295383,5.896236
0.9999008,0.00017181429,1.3054692,1.5543873
0.95899826,0.0010930732,1.998006,2.903114
0.9823051,0.0009363816,1.8430144,2.148983
0.89196324,0.027846681,0.027520595,0.05688139
0.2523056,0.43160647,0.017904142,0.057893302
0.31209332,0.40709445,0.004625424,0.014542055
0.4968678,0.3927415,0.08332814,0.22778948
0.26831827,0.3344338,0.23843108,1.0128582
0.995239,0.0066286214,0.24265558,0.29200146
0.7334194,0.30608332,0.011644582,0.023634708
0.9832983,0.0017374457,0.54426134,0.6377916
0.2443924,0.42329937,0.19376951,0.83841705
0.9167882,0.022872418,8.234332,15.519539
0.74666035,0.42067724,1.3380114,2.17239
0.9234601,0.00060022913,0.8783982,1.576106
0.75131476,0.036366303,0.06880282,0.21587601
0.516963,0.15565687,0.13004144,0.5630781
0.79840714,0.1693763,0.02735298,0.060363583
0.9053979,0.00043678592,0.8924641,1.7438247
0.9802712,0.0006476413,0.7176873,0.85296243
0.6565644,0.0017256441,3.6898553,15.849055
0.55329204,0.4522482,0.39481422,0.7812835
0.6268029,0.405235,0.18897536,0.38279885
0.8716333,0.0048956433,0.6691908,1.5011927
0.9188716,0.028957618,2.0328813,3.7949922
0.7456099,0.43044692,0.6055019,0.9791515
0.99070686,0.00362241,0.027123697,0.030705664
0.89176655,0.0680067,0.6122094,1.2106975
0.88097876,0.0018406371,4.885055,10.575135
0.6113529,0.41933936,0.09560685,0.16780213
0.8915276,0.0016178752,5.5853662,11.59114
0.97547394,0.00039848872,0.4341851,0.542537
0.7911287,0.023584487,8.101733,23.173134
0.8038419,0.056496233,0.46393523,1.2218077
0.9636015,0.018864328,0.040449068,0.06139035
0.24818322,0.38477787,0.04470819,0.1789132
0.9866115,0.012641268,0.10915987,0.14263813
0.766879,0.0021678738,1.1197981,3.5319479
0.9993749,0.001082634,0.018457452,0.022286756
0.5624127,0.446391,0.38793826,0.71902525
0.9785758,0.0019112069,0.14975917,0.18538207
0.93131983,0.06369633,0.014596277,0.024918206
0.7440212,0.42962486,0.58556515,0.95442945
0.9926677,0.007726454,5.4710135,6.6728272
0.7392355,0.03038753,0.30957204,1.0131228
0.9327054,0.05473885,0.14938477,0.25736707
0.99776465,0.0038664043,0.6916889,0.8368937
0.8835801,0.12575714,0.012065137,0.02207001
0.525463,0.127027,0.008240018,0.03738741
0.96798134,0.00016620054,0.84430784,1.1318163
0.97092223,0.0021199742,4.6443906,6.192334
0.9672556,0.055282064,0.57946616,0.79411995
0.72022015,0.07947653,0.6155395,1.9460206
0.9955611,0.0063848784,0.24559757,0.29500255
0.57771814,0.04122128,0.12187642,0.59379727
0.9761866,0.01735614,2.0842745,2.9431715
0.9641149,0.019891683,0.042235296,0.064032555
0.67865455,0.12214047,0.15638658,0.50562763
0.9701206,0.00019680866,1.6460536,2.164287
0.98377585,0.0006042499,0.26249814,0.2979321
0.6696763,0.11287094,0.9443472,3.1732955
0.7704909,0.0045893304,0.21304303,0.6628985
0.9706485,0.00078455516,0.8534072,1.124177
0.9346688,0.0015652431,1.1092123,1.8812526
0.9203919,0.11071323,0.022219075,0.03567644
0.96421754,0.001272837,14.117045,19.738422
0.5001132,0.4992063,0.9679675,2.064588
0.57838565,0.3489166,0.01569065,0.040710144
0.99337065,0.0038825942,0.027120173,0.030382698
0.7413998,0.42781606,0.24797603,0.40667734
0.9796738,0.0019614175,0.06759559,0.08279548
0.8717005,0.020702116,0.061822888,0.13782035
0.902164,0.060533833,0.04886686,0.094162494
0.24246213,0.4194257,0.01805858,0.073882066
